Gr_ID,Full Name,Email,Phone Number,Course,Branch,Registration Date,College,Field
GR0465,Neha Desai,neha.desai49@example.com,+91 7264164396,Graphic | UI/UX,RWA4 - Bopal,2026-02-03,L.D. College of Engineering,Diploma in IT
GR0466,Pooja Trivedi,pooja.trivedi89@example.com,+91 9804298776,Full Stack Development,RW4 - Mota Varachha,2026-02-22,SVNIT,MCA
GR0467,Kriti Kumar,kriti.kumar64@example.com,+91 6682142688,Graphic | UI/UX,RWA4 - Bopal,2026-02-01,Nirma University,MCA
GR0468,Riya Patel,riya.patel62@example.com,+91 9710092788,Video Editing | 3D Animation,RWJN1 - Junagadh,2026-02-11,Nirma University,BBA
GR0469,Neha Shah,neha.shah63@example.com,+91 6343339973,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-11,SVNIT,MCA
GR0470,Vivaan Desai,vivaan.desai65@example.com,+91 7736025144,Full Stack Development,RWR1 - Kotecha,2026-02-06,SVNIT,BBA
GR0471,Sneha Joshi,sneha.joshi47@example.com,+91 7207465305,Full Stack Development,RWA6 - Vastral,2026-02-15,RK University,B.Tech Computer Science
GR0472,Amit Desai,amit.desai18@example.com,+91 6689345513,Full Stack Development,RWA1 - Nikol,2026-02-26,VNSGU,BCA
GR0473,Shaurya Mehta,shaurya.mehta94@example.com,+91 9121385262,Graphic | UI/UX,RWA3 - Maninagar,2026-02-01,L.D. College of Engineering,M.Sc IT
GR0474,Ishaan Singh,ishaan.singh50@example.com,+91 6592869188,Graphic | Video Editing,RW6 - Adajan,2026-02-20,SVNIT,B.Sc IT
GR0475,Pooja Rathod,pooja.rathod40@example.com,+91 7732319080,Graphic | UI/UX,RWA3 - Maninagar,2026-02-07,Marwadi University,BCA
GR0476,Rahul Kumar,rahul.kumar42@example.com,+91 7194364473,Full Stack Development,RWA5 - Chandkheda,2026-02-27,Gujarat University,Diploma in IT
GR0477,Aditya Rathod,aditya.rathod59@example.com,+91 8504157184,Video Editing | 3D Animation,RW5 - Ved Road,2026-02-07,Gujarat University,B.Sc IT
GR0478,Aditya Mehta,aditya.mehta56@example.com,+91 8039027473,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-24,L.D. College of Engineering,MCA
GR0479,Sai Shah,sai.shah12@example.com,+91 7294525566,Full Stack Development,RW7 - Vesu,2026-02-12,VNSGU,BCA
GR0480,Vikram Chauhan,vikram.chauhan52@example.com,+91 7691770144,Graphic | Video Editing,RWBN - Bhavnagar,2026-02-27,MSU Baroda,B.Com
GR0481,Ishaan Verma,ishaan.verma45@example.com,+91 8734914948,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-09,Gujarat University,B.Com
GR0482,Ramesh Kumar,ramesh.kumar75@example.com,+91 6179497876,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-03,RK University,BCA
GR0483,Sai Shah,sai.shah15@example.com,+91 6508650481,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-06,RK University,B.Sc IT
GR0484,Kavya Sharma,kavya.sharma46@example.com,+91 8885459838,AI/ML & Data Science,RW7 - Vesu,2026-02-05,Nirma University,BBA
GR0485,Kriti Desai,kriti.desai37@example.com,+91 7164070026,Full Stack Development,RWR1 - Kotecha,2026-02-17,Gujarat University,BCA
GR0486,Kavya Desai,kavya.desai71@example.com,+91 9762863586,Full Stack Development,RWA5 - Chandkheda,2026-02-07,Silver Oak University,M.Sc IT
GR0487,Isha Mehta,isha.mehta23@example.com,+91 6904154574,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-21,Marwadi University,BBA
GR0488,Shaurya Vyas,shaurya.vyas48@example.com,+91 8476486983,Full Stack Development,RWR2 - Mavdi,2026-02-09,Marwadi University,B.Tech Computer Science
GR0489,Neha Kumar,neha.kumar27@example.com,+91 6956695166,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-16,Gujarat University,B.Com
GR0490,Kriti Gupta,kriti.gupta70@example.com,+91 8086624283,Full Stack Development,RWA1 - Nikol,2026-02-12,Nirma University,MCA
GR0491,Vivaan Joshi,vivaan.joshi46@example.com,+91 8548919703,Full Stack Development,RW2 - Yogi Chowk,2026-02-28,MSU Baroda,B.Tech Computer Science
GR0492,Diya Parmar,diya.parmar72@example.com,+91 9985744225,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-20,Nirma University,M.Sc IT
GR0493,Arjun Sharma,arjun.sharma62@example.com,+91 7452463070,Graphic | Video Editing,RW1 - A.K Road,2026-02-01,L.D. College of Engineering,BCA
GR0494,Tara Sharma,tara.sharma45@example.com,+91 8527007276,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-17,SVNIT,BBA
GR0495,Vikram Shah,vikram.shah50@example.com,+91 6007548465,AI/ML & Data Science,RWR2 - Mavdi,2026-02-11,Marwadi University,BCA
GR0496,Shaurya Singh,shaurya.singh56@example.com,+91 6432710855,Graphic | Video Editing,RWVN1 - Vidhyanagar,2026-02-28,Silver Oak University,B.Tech Computer Science
GR0497,Aarav Trivedi,aarav.trivedi35@example.com,+91 8481456642,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-23,RK University,BBA
GR0498,Diya Desai,diya.desai43@example.com,+91 8886115493,AI/ML & Data Science,RWA1 - Nikol,2026-02-20,VNSGU,BCA
GR0499,Suresh Chauhan,suresh.chauhan17@example.com,+91 6659019379,Graphic | Video Editing,RW1 - A.K Road,2026-02-05,SVNIT,B.Tech Computer Science
GR0500,Rahul Joshi,rahul.joshi15@example.com,+91 6751249229,Video Editing | 3D Animation,RW1 - A.K Road,2026-02-10,MSU Baroda,MCA
GR0501,Pooja Rathod,pooja.rathod12@example.com,+91 6491280882,Graphic | Video Editing,RW1 - A.K Road,2026-02-01,DDU,MCA
GR0502,Krishna Chauhan,krishna.chauhan90@example.com,+91 6669412250,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-13,Nirma University,MCA
GR0503,Isha Sharma,isha.sharma30@example.com,+91 6900418315,Graphic | Video Editing,RWR2 - Mavdi,2026-02-25,RK University,MCA
GR0504,Kriti Chauhan,kriti.chauhan98@example.com,+91 9326596099,Graphic | UI/UX,RWA3 - Maninagar,2026-02-11,MSU Baroda,Diploma in IT
GR0505,Kavya Verma,kavya.verma76@example.com,+91 7941921975,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-23,L.D. College of Engineering,Diploma in IT
GR0506,Ayaan Gupta,ayaan.gupta41@example.com,+91 7416462476,AI/ML & Data Science,RWA1 - Nikol,2026-02-10,L.D. College of Engineering,Diploma in IT
GR0507,Vikram Patel,vikram.patel81@example.com,+91 7834066776,Graphic | UI/UX,RW8 - Dindoli,2026-02-07,RK University,BCA
GR0508,Kavya Gupta,kavya.gupta27@example.com,+91 6206572821,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-17,RK University,Diploma in IT
GR0509,Shaurya Singh,shaurya.singh46@example.com,+91 9311812966,Graphic | UI/UX,RW7 - Vesu,2026-02-02,L.D. College of Engineering,M.Sc IT
GR0510,Vivaan Patel,vivaan.patel47@example.com,+91 6785742217,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-27,VNSGU,Diploma in IT
GR0511,Amit Parmar,amit.parmar70@example.com,+91 9829578007,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-11,VNSGU,Diploma in IT
GR0512,Riya Verma,riya.verma71@example.com,+91 7922375439,Graphic | UI/UX,RW1 - A.K Road,2026-02-23,MSU Baroda,M.Sc IT
GR0513,Shaurya Desai,shaurya.desai48@example.com,+91 6083215350,Graphic | Video Editing,RWA4 - Bopal,2026-02-09,SVNIT,M.Sc IT
GR0514,Kavya Patel,kavya.patel30@example.com,+91 8289361682,Graphic | Video Editing,RWR1 - Kotecha,2026-02-05,Marwadi University,MCA
GR0515,Ishaan Mehta,ishaan.mehta39@example.com,+91 9451543402,Full Stack Development,RWAM1 - Amreli,2026-02-10,MSU Baroda,B.Sc IT
GR0516,Maya Shah,maya.shah53@example.com,+91 7627385033,Graphic | UI/UX,RWAM1 - Amreli,2026-02-09,Silver Oak University,M.Sc IT
GR0517,Isha Sharma,isha.sharma98@example.com,+91 8254929170,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-07,MSU Baroda,MCA
GR0518,Tara Joshi,tara.joshi13@example.com,+91 8071669526,AI/ML & Data Science,RWA5 - Chandkheda,2026-02-27,VNSGU,BBA
GR0519,Diya Joshi,diya.joshi97@example.com,+91 9740667341,Graphic | UI/UX,RWA6 - Vastral,2026-02-04,L.D. College of Engineering,B.Com
GR0520,Ramesh Vyas,ramesh.vyas31@example.com,+91 6792327947,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-07,L.D. College of Engineering,BCA
GR0521,Amit Verma,amit.verma26@example.com,+91 8911995533,Video Editing | 3D Animation,RWA5 - Chandkheda,2026-02-18,Silver Oak University,BCA
GR0522,Rahul Rathod,rahul.rathod46@example.com,+91 8141776214,Video Editing | 3D Animation,RWVN1 - Vidhyanagar,2026-02-23,DDU,B.Tech Computer Science
GR0523,Kavya Vyas,kavya.vyas71@example.com,+91 8794511164,Graphic | UI/UX,RWA3 - Maninagar,2026-02-27,MSU Baroda,MCA
GR0524,Amit Joshi,amit.joshi48@example.com,+91 7625419011,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-07,DDU,MCA
GR0525,Aarav Vyas,aarav.vyas58@example.com,+91 8977919955,AI/ML & Data Science,RW7 - Vesu,2026-02-07,RK University,Diploma in IT
GR0526,Amit Joshi,amit.joshi93@example.com,+91 6454312942,Full Stack Development,RWVN1 - Vidhyanagar,2026-02-03,RK University,Diploma in IT
GR0527,Isha Mehta,isha.mehta82@example.com,+91 8333217823,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-03,SVNIT,BBA
GR0528,Rahul Verma,rahul.verma85@example.com,+91 7780818349,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-24,Nirma University,M.Sc IT
GR0529,Aditya Kumar,aditya.kumar58@example.com,+91 9924012374,AI/ML & Data Science,RWA1 - Nikol,2026-02-10,Gujarat University,M.Sc IT
GR0530,Arjun Gupta,arjun.gupta41@example.com,+91 8757539340,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-09,Marwadi University,B.Tech Computer Science
GR0531,Riya Gupta,riya.gupta57@example.com,+91 6318258137,Full Stack Development,RWVN1 - Vidhyanagar,2026-02-14,VNSGU,BBA
GR0532,Ramesh Trivedi,ramesh.trivedi55@example.com,+91 7127117415,Full Stack Development,RWA4 - Bopal,2026-02-16,RK University,BBA
GR0533,Ayaan Joshi,ayaan.joshi14@example.com,+91 9315216343,Graphic | Video Editing,RWGN1 - Gandhinagar,2026-02-01,SVNIT,B.Tech Computer Science
GR0534,Aditya Mehta,aditya.mehta98@example.com,+91 8340367894,Graphic | Video Editing,RW5 - Ved Road,2026-02-24,MSU Baroda,M.Sc IT
GR0535,Sai Patel,sai.patel17@example.com,+91 7504898237,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-20,RK University,B.Sc IT
GR0536,Ishaan Chauhan,ishaan.chauhan77@example.com,+91 6474939262,Graphic | UI/UX,RWA1 - Nikol,2026-02-27,L.D. College of Engineering,B.Tech Computer Science
GR0537,Pooja Desai,pooja.desai85@example.com,+91 7803739710,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-15,Gujarat University,B.Com
GR0538,Vihaan Shah,vihaan.shah66@example.com,+91 9384604165,Graphic | UI/UX,RWMH - Maheshana,2026-02-23,VNSGU,BBA
GR0539,Tara Singh,tara.singh84@example.com,+91 6511147782,Video Editing | 3D Animation,RWA5 - Chandkheda,2026-02-18,RK University,BBA
GR0540,Neha Chauhan,neha.chauhan13@example.com,+91 6512243372,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-23,Marwadi University,M.Sc IT
GR0541,Sai Patel,sai.patel46@example.com,+91 6591322871,Graphic | UI/UX,RWAM1 - Amreli,2026-02-03,SVNIT,BBA
GR0542,Ishaan Shah,ishaan.shah14@example.com,+91 9020799279,Video Editing | 3D Animation,RWAM1 - Amreli,2026-02-01,Gujarat University,BBA
GR0543,Amit Verma,amit.verma62@example.com,+91 8625304140,Full Stack Development,RW4 - Mota Varachha,2026-02-09,Gujarat University,Diploma in IT
GR0544,Aditya Verma,aditya.verma87@example.com,+91 9786413183,Graphic | Video Editing,RWNV1 - Navshari,2026-02-08,VNSGU,Diploma in IT
GR0545,Amit Verma,amit.verma89@example.com,+91 7707430765,AI/ML & Data Science,RW8 - Dindoli,2026-02-16,Silver Oak University,B.Com
GR0546,Krishna Patel,krishna.patel73@example.com,+91 6634161435,AI/ML & Data Science,RW8 - Dindoli,2026-02-28,Nirma University,BCA
GR0547,Riya Kumar,riya.kumar13@example.com,+91 6520186416,Video Editing | 3D Animation,RWA5 - Chandkheda,2026-02-20,DDU,B.Sc IT
GR0548,Diya Patel,diya.patel72@example.com,+91 9611268086,Graphic | Video Editing,RWNV1 - Navshari,2026-02-17,MSU Baroda,BBA
GR0549,Vikram Chauhan,vikram.chauhan90@example.com,+91 6657523862,Full Stack Development,RW7 - Vesu,2026-02-17,L.D. College of Engineering,MCA
GR0550,Aarav Parmar,aarav.parmar51@example.com,+91 9486544359,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-23,DDU,Diploma in IT
GR0551,Aditya Trivedi,aditya.trivedi94@example.com,+91 6173638576,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-13,Marwadi University,B.Sc IT
GR0552,Pooja Shah,pooja.shah96@example.com,+91 8486572713,Graphic | Video Editing,RWA1 - Nikol,2026-02-20,DDU,B.Com
GR0553,Sai Singh,sai.singh95@example.com,+91 8331048656,AI/ML & Data Science,RW1 - A.K Road,2026-02-22,Silver Oak University,B.Sc IT
GR0554,Rahul Patel,rahul.patel97@example.com,+91 7086231453,Full Stack Development,RWJN1 - Junagadh,2026-02-25,RK University,B.Sc IT
GR0555,Isha Sharma,isha.sharma77@example.com,+91 9761594023,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-27,L.D. College of Engineering,MCA
GR0556,Vikram Sharma,vikram.sharma51@example.com,+91 7782441978,Full Stack Development,RW6 - Adajan,2026-02-28,SVNIT,BBA
GR0557,Diya Verma,diya.verma18@example.com,+91 6199505318,Full Stack Development,RW1 - A.K Road,2026-02-11,RK University,B.Sc IT
GR0558,Aditya Rathod,aditya.rathod31@example.com,+91 8223842325,Graphic | Video Editing,RW7 - Vesu,2026-02-17,DDU,Diploma in IT
GR0559,Vihaan Singh,vihaan.singh11@example.com,+91 7869026889,AI/ML & Data Science,RWA5 - Chandkheda,2026-02-16,Silver Oak University,B.Sc IT
GR0560,Sai Chauhan,sai.chauhan32@example.com,+91 7550009107,Full Stack Development,RWJN1 - Junagadh,2026-02-18,Silver Oak University,MCA
GR0561,Sai Gupta,sai.gupta81@example.com,+91 6012218263,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-28,Marwadi University,MCA
GR0562,Vihaan Trivedi,vihaan.trivedi34@example.com,+91 6864821125,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-20,RK University,B.Com
GR0563,Vihaan Rathod,vihaan.rathod50@example.com,+91 8489727211,Full Stack Development,RW6 - Adajan,2026-02-07,Marwadi University,B.Sc IT
GR0564,Arjun Rathod,arjun.rathod31@example.com,+91 6300429226,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-24,SVNIT,Diploma in IT
GR0565,Arjun Rathod,arjun.rathod81@example.com,+91 8693119709,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-25,Silver Oak University,BBA
GR0566,Neha Vyas,neha.vyas91@example.com,+91 7263530549,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-11,Marwadi University,MCA
GR0567,Diya Mehta,diya.mehta57@example.com,+91 6004006379,Full Stack Development,RW8 - Dindoli,2026-02-05,Gujarat University,BCA
GR0568,Riya Desai,riya.desai73@example.com,+91 8623802587,Video Editing | 3D Animation,RW8 - Dindoli,2026-02-01,L.D. College of Engineering,Diploma in IT
GR0569,Diya Chauhan,diya.chauhan43@example.com,+91 9401772891,Graphic | UI/UX,RWR1 - Kotecha,2026-02-11,SVNIT,Diploma in IT
GR0570,Diya Sharma,diya.sharma87@example.com,+91 7207740261,Video Editing | 3D Animation,RWBN - Bhavnagar,2026-02-12,VNSGU,M.Sc IT
GR0571,Shaurya Shah,shaurya.shah78@example.com,+91 9900834393,Full Stack Development,RW5 - Ved Road,2026-02-22,L.D. College of Engineering,BCA
GR0572,Rahul Shah,rahul.shah36@example.com,+91 8728248272,Graphic | UI/UX,RWSON - Online,2026-02-02,VNSGU,Diploma in IT
GR0573,Kriti Trivedi,kriti.trivedi67@example.com,+91 7590456778,AI/ML & Data Science,RWR2 - Mavdi,2026-02-04,Silver Oak University,BCA
GR0574,Ramesh Shah,ramesh.shah77@example.com,+91 6051045942,Graphic | UI/UX,RWA6 - Vastral,2026-02-26,L.D. College of Engineering,B.Com
GR0575,Ishaan Joshi,ishaan.joshi90@example.com,+91 7294886769,Graphic | UI/UX,RW4 - Mota Varachha,2026-02-22,VNSGU,MCA
GR0576,Ayaan Rathod,ayaan.rathod28@example.com,+91 9137881085,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-18,SVNIT,BBA
GR0577,Riya Singh,riya.singh50@example.com,+91 6553947343,Graphic | UI/UX,RWSON - Online,2026-02-01,Silver Oak University,B.Sc IT
GR0578,Kriti Sharma,kriti.sharma96@example.com,+91 7955090750,Graphic | Video Editing,RWMH - Maheshana,2026-02-07,MSU Baroda,B.Tech Computer Science
GR0579,Ayaan Mehta,ayaan.mehta75@example.com,+91 8135183577,Graphic | Video Editing,RWNV1 - Navshari,2026-02-07,RK University,B.Sc IT
GR0580,Kavya Singh,kavya.singh91@example.com,+91 9444961124,AI/ML & Data Science,RWBN - Bhavnagar,2026-02-02,Silver Oak University,BBA
GR0581,Aditya Joshi,aditya.joshi70@example.com,+91 6310818854,Full Stack Development,RWA4 - Bopal,2026-02-06,L.D. College of Engineering,M.Sc IT
GR0582,Vihaan Joshi,vihaan.joshi18@example.com,+91 7852194538,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-08,VNSGU,Diploma in IT
GR0583,Riya Kumar,riya.kumar26@example.com,+91 7149361803,Graphic | Video Editing,RWAM1 - Amreli,2026-02-20,RK University,BBA
GR0584,Amit Joshi,amit.joshi47@example.com,+91 9382159941,Graphic | Video Editing,RW6 - Adajan,2026-02-18,Nirma University,M.Sc IT
GR0585,Diya Chauhan,diya.chauhan91@example.com,+91 7401827410,Video Editing | 3D Animation,RW2 - Yogi Chowk,2026-02-20,L.D. College of Engineering,B.Sc IT
GR0586,Vivaan Desai,vivaan.desai97@example.com,+91 6220334937,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-19,L.D. College of Engineering,B.Tech Computer Science
GR0587,Arjun Chauhan,arjun.chauhan48@example.com,+91 8605381709,Full Stack Development,RW1 - A.K Road,2026-02-09,VNSGU,BCA
GR0588,Rahul Shah,rahul.shah88@example.com,+91 6734755918,Graphic | UI/UX,RW8 - Dindoli,2026-02-25,VNSGU,Diploma in IT
GR0589,Vihaan Patel,vihaan.patel62@example.com,+91 6601858154,Graphic | Video Editing,RWR1 - Kotecha,2026-02-22,L.D. College of Engineering,BCA
GR0590,Ramesh Kumar,ramesh.kumar40@example.com,+91 8387675273,Graphic | UI/UX,RWA4 - Bopal,2026-02-07,L.D. College of Engineering,B.Com
GR0591,Diya Gupta,diya.gupta87@example.com,+91 7906680602,Full Stack Development,RWA1 - Nikol,2026-02-02,L.D. College of Engineering,B.Sc IT
GR0592,Isha Rathod,isha.rathod31@example.com,+91 7919715675,Graphic | UI/UX,RWA6 - Vastral,2026-02-22,Nirma University,M.Sc IT
GR0593,Vikram Desai,vikram.desai53@example.com,+91 9938432521,Graphic | UI/UX,RWR2 - Mavdi,2026-02-27,RK University,BBA
GR0594,Shaurya Verma,shaurya.verma75@example.com,+91 7513964607,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-15,L.D. College of Engineering,MCA
GR0595,Riya Kumar,riya.kumar54@example.com,+91 6166868063,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-18,VNSGU,BCA
GR0596,Riya Chauhan,riya.chauhan16@example.com,+91 7319120563,AI/ML & Data Science,RW8 - Dindoli,2026-02-20,Gujarat University,M.Sc IT
GR0597,Tara Singh,tara.singh14@example.com,+91 7355904750,AI/ML & Data Science,RWMH - Maheshana,2026-02-12,VNSGU,MCA
GR0598,Kriti Kumar,kriti.kumar27@example.com,+91 7969548202,Graphic | UI/UX,RWR1 - Kotecha,2026-02-28,Silver Oak University,B.Tech Computer Science
GR0599,Vikram Singh,vikram.singh27@example.com,+91 9419350177,Full Stack Development,RWVN1 - Vidhyanagar,2026-02-02,Nirma University,B.Sc IT
GR0600,Arjun Mehta,arjun.mehta45@example.com,+91 9629318449,Video Editing | 3D Animation,RWAM1 - Amreli,2026-02-16,MSU Baroda,MCA
GR0601,Maya Kumar,maya.kumar66@example.com,+91 7155849948,Graphic | Video Editing,RWSON - Online,2026-02-02,Marwadi University,B.Sc IT
GR0602,Kriti Mehta,kriti.mehta84@example.com,+91 6479506799,Full Stack Development,RW4 - Mota Varachha,2026-02-05,MSU Baroda,B.Tech Computer Science
GR0603,Kriti Patel,kriti.patel67@example.com,+91 6200155782,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-11,Silver Oak University,BBA
GR0604,Sai Patel,sai.patel97@example.com,+91 9068139412,AI/ML & Data Science,RWNV1 - Navshari,2026-02-06,MSU Baroda,MCA
GR0605,Isha Desai,isha.desai33@example.com,+91 8980152261,Graphic | UI/UX,RWJN1 - Junagadh,2026-02-19,MSU Baroda,MCA
GR0606,Kavya Mehta,kavya.mehta50@example.com,+91 6512656950,AI/ML & Data Science,RWA4 - Bopal,2026-02-14,DDU,B.Tech Computer Science
GR0607,Vihaan Chauhan,vihaan.chauhan53@example.com,+91 9355905086,AI/ML & Data Science,RW5 - Ved Road,2026-02-21,SVNIT,MCA
GR0608,Ramesh Desai,ramesh.desai99@example.com,+91 8724868815,Graphic | Video Editing,RWVN1 - Vidhyanagar,2026-02-09,Nirma University,B.Com
GR0609,Riya Patel,riya.patel12@example.com,+91 6013383792,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-26,L.D. College of Engineering,M.Sc IT
GR0610,Arjun Rathod,arjun.rathod32@example.com,+91 6683235541,AI/ML & Data Science,RWA2 - Navrangpura,2026-02-15,L.D. College of Engineering,B.Tech Computer Science
GR0611,Maya Shah,maya.shah77@example.com,+91 6658493748,Graphic | Video Editing,RWNV1 - Navshari,2026-02-07,MSU Baroda,BCA
GR0612,Ayaan Verma,ayaan.verma16@example.com,+91 8754999732,AI/ML & Data Science,RW4 - Mota Varachha,2026-02-27,Nirma University,B.Tech Computer Science
GR0613,Neha Parmar,neha.parmar26@example.com,+91 8414807699,Graphic | UI/UX,RWR1 - Kotecha,2026-02-24,VNSGU,BBA
GR0614,Isha Parmar,isha.parmar34@example.com,+91 6201001573,Graphic | Video Editing,RWR1 - Kotecha,2026-02-14,RK University,B.Sc IT
GR0615,Vikram Patel,vikram.patel76@example.com,+91 8144888917,AI/ML & Data Science,RWA4 - Bopal,2026-02-08,L.D. College of Engineering,B.Tech Computer Science
GR0616,Ramesh Patel,ramesh.patel64@example.com,+91 8069994343,Graphic | UI/UX,RW1 - A.K Road,2026-02-20,L.D. College of Engineering,B.Sc IT
GR0617,Vikram Chauhan,vikram.chauhan68@example.com,+91 6483244702,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-08,Silver Oak University,B.Com
GR0618,Pooja Kumar,pooja.kumar49@example.com,+91 9440980252,Full Stack Development,RW6 - Adajan,2026-02-26,SVNIT,B.Tech Computer Science
GR0619,Suresh Sharma,suresh.sharma58@example.com,+91 8592375163,Full Stack Development,RWR1 - Kotecha,2026-02-08,Gujarat University,B.Sc IT
GR0620,Sai Trivedi,sai.trivedi90@example.com,+91 6657031877,Video Editing | 3D Animation,RWAM1 - Amreli,2026-02-15,SVNIT,MCA
GR0621,Krishna Singh,krishna.singh36@example.com,+91 8479795116,AI/ML & Data Science,RWNV1 - Navshari,2026-02-07,MSU Baroda,BBA
GR0622,Kavya Chauhan,kavya.chauhan65@example.com,+91 8874421258,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-20,SVNIT,BBA
GR0623,Suresh Joshi,suresh.joshi59@example.com,+91 6567694756,Graphic | UI/UX,RWA6 - Vastral,2026-02-05,Nirma University,M.Sc IT
GR0624,Ayaan Kumar,ayaan.kumar30@example.com,+91 9824141580,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-09,DDU,BBA
GR0625,Aditya Kumar,aditya.kumar22@example.com,+91 8454075642,Graphic | Video Editing,RWA1 - Nikol,2026-02-21,Gujarat University,Diploma in IT
GR0626,Kavya Vyas,kavya.vyas51@example.com,+91 6950095844,Full Stack Development,RWAM1 - Amreli,2026-02-14,Silver Oak University,Diploma in IT
GR0627,Tara Trivedi,tara.trivedi24@example.com,+91 6208237067,Graphic | Video Editing,RW5 - Ved Road,2026-02-12,Gujarat University,BBA
GR0628,Arjun Joshi,arjun.joshi17@example.com,+91 6361548240,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-07,SVNIT,BBA
GR0629,Sneha Shah,sneha.shah50@example.com,+91 8280241440,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-20,RK University,BBA
GR0630,Isha Trivedi,isha.trivedi19@example.com,+91 9049512891,Full Stack Development,RWA2 - Navrangpura,2026-02-11,MSU Baroda,BCA
GR0631,Diya Shah,diya.shah86@example.com,+91 9808217806,AI/ML & Data Science,RWA6 - Vastral,2026-02-12,Nirma University,BBA
GR0632,Kriti Mehta,kriti.mehta47@example.com,+91 9049141563,AI/ML & Data Science,RW7 - Vesu,2026-02-03,Nirma University,Diploma in IT
GR0633,Vihaan Desai,vihaan.desai54@example.com,+91 8931167514,Graphic | UI/UX,RWA1 - Nikol,2026-02-17,Silver Oak University,M.Sc IT
GR0634,Neha Joshi,neha.joshi47@example.com,+91 8946009070,Video Editing | 3D Animation,RW6 - Adajan,2026-02-19,Silver Oak University,Diploma in IT
GR0635,Diya Mehta,diya.mehta63@example.com,+91 6852000794,Full Stack Development,RWR1 - Kotecha,2026-02-05,VNSGU,M.Sc IT
GR0636,Amit Trivedi,amit.trivedi22@example.com,+91 7134585453,Graphic | UI/UX,RWAM1 - Amreli,2026-02-18,Nirma University,B.Sc IT
GR0637,Sai Singh,sai.singh68@example.com,+91 9018137017,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-27,SVNIT,BCA
GR0638,Kriti Trivedi,kriti.trivedi77@example.com,+91 8039617710,Full Stack Development,RWA5 - Chandkheda,2026-02-28,RK University,B.Sc IT
GR0639,Ramesh Desai,ramesh.desai73@example.com,+91 6789010103,Full Stack Development,RW4 - Mota Varachha,2026-02-16,Marwadi University,B.Sc IT
GR0640,Kriti Parmar,kriti.parmar11@example.com,+91 9165038928,Graphic | UI/UX,RWMH - Maheshana,2026-02-17,SVNIT,MCA
GR0641,Pooja Desai,pooja.desai99@example.com,+91 9145629952,AI/ML & Data Science,RWR2 - Mavdi,2026-02-23,Silver Oak University,B.Sc IT
GR0642,Kavya Trivedi,kavya.trivedi73@example.com,+91 8026945138,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-25,Nirma University,B.Sc IT
GR0643,Arjun Singh,arjun.singh16@example.com,+91 9126232419,Full Stack Development,RWA3 - Maninagar,2026-02-18,Silver Oak University,MCA
GR0644,Shaurya Mehta,shaurya.mehta91@example.com,+91 6879577808,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-13,VNSGU,M.Sc IT
